run_type,br,N,hot,mode,correctness,throughput,width,latency,total_updates,num_no_ops,num_mutations,extractor_llm_time_sec,reasoner_llm_time_sec,total_time_sec,mutation_ratio,noop_ratio,llm_time_sec,non_llm_time_sec,llm_fraction,extractor_fraction,reasoner_fraction
synthetic,8,100,0.95,sequential,1.0,0.661820439049323,1.0,0.7438535900227725,100,49,51,144.15498574636877,74.38535900227726,151.0983857549727,0.51,0.49,218.54034474864602,-67.44195899367332,1.4463446691153932,0.9540471595781067,0.4922975095372864
synthetic,8,100,0.1,dag,1.0,0.6360305940473072,6.666666666666667,0.1384103070385754,100,1,99,155.36226931400597,13.841030703857541,157.22514126822352,0.99,0.01,169.2033000178635,-11.978158749639988,1.0761847542512648,0.9881515644432494,0.0880331898080153
synthetic,8,100,0.1,batch,1.0,0.639932354982245,13.0,0.07786498056724668,100,1,99,155.3137059248984,7.7864980567246675,156.266516642645,0.99,0.01,163.10020398162305,-6.833687338978052,1.0437309763204459,0.9939026559354008,0.04982832038504491
synthetic,8,100,0.1,sequential,1.0,0.6088330066136809,1.0,0.7848047775775194,100,1,99,157.23180215619504,78.48047775775194,164.24865096621215,0.99,0.01,235.712279913947,-71.46362894773483,1.4350941607577388,0.9572791084204365,0.4778150523373022
synthetic,8,50,0.8,dag,1.0,0.691232937688911,2.7777777777777777,0.29230982199311256,50,12,38,71.08308165334165,14.615491099655628,72.33451601304114,0.76,0.24,85.69857275299728,-13.36405673995614,1.1847535239960234,0.9826993470244016,0.20205417697162184
synthetic,8,50,0.8,batch,0.8888888888888888,0.6978565139727441,7.0,0.1565556564927101,50,10,40,70.90510203503072,7.827782824635506,71.6479663066566,0.8,0.2,78.73288485966623,-7.084918553009629,1.0988851312636823,0.9896317465809653,0.10925338468271709
synthetic,8,50,0.8,sequential,1.0,0.6508103792620249,1.0,0.7376441959291696,50,12,38,71.61441141553223,36.88220979645848,76.82729346863925,0.76,0.24,108.49662121199071,-31.66932774335146,1.4122145439924787,0.9321480450793843,0.4800664989130943
synthetic,8,50,0.95,dag,1.0,0.7047403947034251,2.5,0.3132527204602957,50,20,30,70.2909921631217,15.662636023014784,70.94811135530472,0.6,0.4,85.95362818613648,-15.005516830831766,1.2114998770817853,0.9907380312226749,0.22076184585911046
synthetic,8,50,0.95,batch,0.6153846153846154,0.7100929824203827,7.0,0.13661257416009903,50,14,36,69.87560702487826,6.8306287080049515,70.41331380233169,0.72,0.28,76.70623573288321,-6.292921930551529,1.0893711940360793,0.9923635638146089,0.09700763022147042
synthetic,8,50,0.95,sequential,1.0,0.6686288886129054,1.0,0.7261900122463704,50,20,30,70.59775320068002,36.309500612318516,74.77989786490798,0.6,0.4,106.90725381299853,-32.12735594809055,1.42962556603286,0.9440739452227773,0.48555162081008274
synthetic,8,50,0.1,dag,1.0,0.6456109259221212,5.0,0.16544955629855396,50,0,50,76.555948946625,8.272477814927697,77.44602514058352,1.0,0.0,84.82842676155269,-7.382401620969176,1.0953231829208576,0.988507141685544,0.10681604123531353
synthetic,8,50,0.1,batch,1.0,0.6483075679207319,7.0,0.1362686299905181,50,0,50,76.23475502058864,6.813431499525905,77.12388760223985,1.0,0.0,83.04818652011454,-5.924298917874694,1.0768153564616554,0.9884713723686125,0.0883439840930429
synthetic,8,50,0.1,sequential,1.0,0.6131471692982208,1.0,0.7526672187075019,50,0,50,77.01665366627276,37.633360935375094,81.54649079963565,1.0,0.0,114.65001460164785,-33.103523802012205,1.4059466382600012,0.9444508636859316,0.4614957745740696
synthetic,8,500,0.8,dag,1.0,0.6763298970814737,4.310344827586207,0.27904904557392,500,205,295,722.3539108894765,139.52452278696,739.2841897979379,0.59,0.41,861.8784336764365,-122.59424387849867,1.1658283046902522,0.9770990924165595,0.1887292122736928
synthetic,8,500,0.8,batch,0.8461538461538461,0.6881476433220708,63.0,0.037133302710950375,500,164,336,723.6683531496674,18.566651355475187,726.5882617663592,0.672,0.328,742.2350045051426,-15.64674273878336,1.021534538282721,0.9959813435334154,0.025553194749305563
synthetic,8,500,0.8,sequential,1.0,0.6317171539523944,1.0,1.011493555136025,500,205,295,732.7573838420212,505.7467775680125,791.4934664536268,0.59,0.41,1238.5041614100337,-447.01069495640695,1.5647686480082865,0.9257908181165677,0.6389778298917189
synthetic,8,200,0.8,dag,1.0,0.6915095617013278,4.0,0.2794121868815273,200,65,135,285.545566290617,55.88243737630546,289.22232037968934,0.675,0.325,341.42800366692245,-52.205683287233114,1.1805036458413645,0.9872874469569101,0.19321619888445446
synthetic,8,200,0.8,batch,0.8222222222222222,0.6975291063236605,26.0,0.05662316096946597,200,53,147,285.2375027593225,11.324632193893194,286.7263863068074,0.735,0.265,296.5621349532157,-9.83574864640832,1.0343036048167666,0.9948073019485144,0.03949630286825237
synthetic,8,200,0.8,sequential,1.0,0.6553440182217453,1.0,0.9312707675620914,200,65,135,290.00064204633236,186.25415351241827,305.18322352692485,0.675,0.325,476.25479555875063,-171.07157203182578,1.5605536570942373,0.9502509302276473,0.6103027268665899
synthetic,8,50,0.5,dag,1.0,0.6718200984923882,3.8461538461538463,0.21269870236515998,50,0,50,73.62310829013586,10.634935118258,74.42468618042767,1.0,0.0,84.25804340839386,-9.83335722796619,1.1321249404280616,0.9892296772558967,0.14289526317216494
synthetic,8,50,0.5,batch,1.0,0.6740972069857375,7.0,0.13606413964182137,50,0,50,73.48931542225182,6.803206982091069,74.17327869310975,1.0,0.0,80.29252240434289,-6.119243711233139,1.082499301892146,0.9907788453886768,0.09172045650346916
synthetic,8,50,0.5,sequential,1.0,0.6358952610258918,1.0,0.757944349385798,50,0,50,74.35945103876293,37.8972174692899,78.6293011829257,1.0,0.0,112.25666850805283,-33.627367325127125,1.427669670456505,0.9456964505607234,0.48197321989578173
synthetic,8,200,0.1,dag,1.0,0.6499119589042666,10.526315789473685,0.09546835660934448,200,8,192,304.8166173957288,19.093671321868896,307.7339895963669,0.96,0.04,323.9102887175977,-16.17629912123084,1.0525658512485025,0.9905198245911524,0.06204602665735016
synthetic,8,200,0.1,batch,1.0,0.6533780346233947,26.0,0.0489290689304471,200,8,192,304.7583120819181,9.78581378608942,306.1015054099262,0.96,0.04,314.54412586800754,-8.442620458081365,1.0275811138098623,0.9956119349161342,0.031969178893728134
synthetic,8,200,0.1,sequential,1.0,0.6188468080604538,1.0,0.7873458736669272,200,8,192,309.1007794290781,157.46917473338544,323.1817590314895,0.96,0.04,466.56995416246355,-143.38819513097405,1.443676634351764,0.9564301535934168,0.4872464807583472
synthetic,8,200,0.5,dag,1.0,0.6686107333696313,5.882352941176471,0.18703159999102353,200,16,184,294.8808359093964,37.40631999820471,299.1277136579156,0.92,0.08,332.2871559076011,-33.159442249685526,1.110853795003451,0.9858024597701571,0.12505133523329376
synthetic,8,200,0.5,batch,0.987012987012987,0.6769441802762437,26.0,0.05013011563569307,200,15,185,294.1585587169975,10.026023127138615,295.44533482566476,0.925,0.075,304.1845818441361,-8.73924701847136,1.0295799120457536,0.9956446220095959,0.033935290036157556
synthetic,8,200,0.5,sequential,1.0,0.6360872610967766,1.0,0.8514821556862444,200,16,184,299.15769119001925,170.29643113724887,314.4222691319883,0.92,0.08,469.4541223272681,-155.03185319527984,1.4930689344087156,0.9514519821254732,0.5416169522832424
synthetic,8,100,0.8,dag,1.0,0.672930556203904,3.0303030303030303,0.333856585174799,100,34,66,144.60403059609234,33.3856585174799,148.6037438455969,0.66,0.34,177.98968911357224,-29.38594526797533,1.1977470049375611,0.9730847073835477,0.2246622975540135
synthetic,8,100,0.8,batch,0.8888888888888888,0.6838957055813397,13.0,0.09605536142364145,100,25,75,144.83988582342863,9.605536142364144,146.22112580016255,0.75,0.25,154.44542196579278,-8.224296165630221,1.0562456082910359,0.990553759115344,0.06569184917569186
synthetic,8,100,0.8,sequential,1.0,0.6432040175577178,1.0,0.884846317153424,100,34,66,146.99727639742196,88.4846317153424,155.47166570834816,0.66,0.34,235.48190811276436,-80.0102424044162,1.5146290936028737,0.9454923874886408,0.5691367061142328
synthetic,8,200,0.95,dag,1.0,0.7007925147995858,3.6363636363636362,0.23273497046902775,200,113,87,281.13495616056025,46.54699409380555,285.39117609895766,0.435,0.565,327.6819502543658,-42.290774155408144,1.148185289865949,0.9850863646291517,0.1630989252367973
synthetic,8,200,0.95,batch,0.7142857142857143,0.7085979827482866,26.0,0.05158296112902463,200,104,96,280.9074372500181,10.316592225804925,282.2474871072918,0.48,0.52,291.22402947582304,-8.976542368531227,1.0318037990719788,0.9952522168717687,0.036551582200210125
synthetic,8,200,0.95,sequential,1.0,0.6728284106043119,1.0,0.7277088267728686,200,108,92,284.3454750366509,145.54176535457373,297.25260831415653,0.46,0.54,429.8872403912246,-132.6346320770681,1.446201743457507,0.9565785701571893,0.48962317330031774
synthetic,8,500,0.95,dag,1.0,0.6863792817756041,3.937007874015748,0.2641012167856097,500,310,190,709.2342775370926,132.05060839280486,728.4602162037045,0.38,0.62,841.2848859298974,-112.82466972619295,1.1548810315464682,0.9736074280530982,0.18127360349336993
synthetic,8,500,0.95,batch,0.7741935483870968,0.7035745317673098,63.0,0.028469644997268916,500,274,226,708.6475639399141,14.234822498634458,710.6567640304565,0.452,0.548,722.8823864385486,-12.225622408092022,1.0172032731226746,0.9971727559741396,0.02003051714853501
synthetic,8,500,0.95,sequential,1.0,0.6506055814545202,1.0,0.8308263673819601,500,309,191,716.8410455398262,415.4131836909801,768.5147718563676,0.382,0.618,1132.2542292308062,-363.73945737443864,1.4733018423260966,0.9327615704878096,0.540540271838287
synthetic,4,500,0.1,dag,1.0,0.6399218786135632,18.51851851851852,0.06945613173767924,500,42,458,772.6116121243685,34.72806586883962,781.3453746624291,0.916,0.084,807.3396779932082,-25.994303330779076,1.0332686468413659,0.9888221485385591,0.04444649830280683
synthetic,4,500,0.1,batch,0.9748110831234257,0.6456182143544128,126.0,0.023360077012330293,500,36,464,771.0076032523066,11.680038506165147,774.4515084661543,0.928,0.072,782.6876417584717,-8.23613329231739,1.0106347953387418,0.9955531041308595,0.01508169120788225
synthetic,4,500,0.1,sequential,1.0,0.5466960046946553,1.0,0.9017302593104541,500,42,458,791.7361687179655,450.86512965522707,914.5850631911308,0.916,0.084,1242.6012983731925,-328.0162351820618,1.3586503304980313,0.8656780004207305,0.49297233007730074
synthetic,4,100,0.5,dag,1.0,0.6512683703778093,5.882352941176471,0.17421470664441585,100,6,94,148.83662608079612,17.421470664441586,153.5465325023979,0.94,0.06,166.2580967452377,-12.711564242839813,1.0827863972938712,0.9693258692017144,0.11346052809215681
synthetic,4,100,0.5,batch,1.0,0.6680776865618689,26.0,0.048865232728421686,100,6,94,148.3631418570876,4.886523272842169,149.68319105915725,0.94,0.06,153.24966512992978,-3.5664740707725286,1.023826817463846,0.9911810458293348,0.03264577163451128
synthetic,4,100,0.5,sequential,1.0,0.5951294985427688,1.0,0.7968305999785662,100,6,94,149.82108079269528,79.68305999785662,168.0306559242308,0.94,0.06,229.5041407905519,-61.47348486632109,1.3658468422217016,0.8916294468329239,0.47421739538877766
synthetic,4,500,0.5,dag,1.0,0.6537564763520938,6.8493150684931505,0.1783876519985497,500,86,414,743.9301844220608,89.19382599927485,764.810779068619,0.828,0.172,833.1240104213357,-68.31323135271668,1.089320434834755,0.9726983520394595,0.11662208279529539
synthetic,4,500,0.5,batch,0.9169329073482428,0.6675508706553547,126.0,0.030559821933507918,500,65,435,744.278108811006,15.27991096675396,749.0065880808979,0.87,0.13,759.5580197777599,-10.551431696861982,1.0140872348318015,0.9936869990930156,0.020400235738785816
synthetic,4,500,0.5,sequential,1.0,0.5752705355749689,1.0,0.9184070914089679,500,86,414,754.3387226555496,459.203545704484,869.1562822703272,0.828,0.172,1213.5422683600336,-344.3859860897064,1.3962302213246784,0.867897681973992,0.5283325393506865
synthetic,4,100,0.95,dag,1.0,0.6748025420965944,3.3333333333333335,0.25413170244544747,100,50,50,141.0549870841205,25.413170244544744,148.1914986409247,0.5,0.5,166.46815732866526,-18.276658687740564,1.1233313574351913,0.9518426385976682,0.17148871883752326
synthetic,4,100,0.95,batch,0.5862068965517241,0.7031015012828589,26.0,0.04962546272203326,100,40,60,140.84122424200177,4.962546272203326,142.22697550430894,0.6,0.4,145.8037705142051,-3.576795009896159,1.0251484994123903,0.9902567620706721,0.03489173734171813
synthetic,4,100,0.95,sequential,1.0,0.6303942420725136,1.0,0.7327495716512203,100,49,51,142.2333406303078,73.27495716512203,158.63089052215219,0.51,0.49,215.50829779542983,-56.87740727327764,1.3585519004908753,0.8966307896408453,0.46192111085003
synthetic,4,100,0.1,dag,1.0,0.6383354526042088,10.0,0.09244695961475373,100,1,99,154.79285498149693,9.244695961475372,156.6574433427304,0.99,0.01,164.0375509429723,-7.3801076002418995,1.0471098432526817,0.988097671445115,0.05901217180756683
synthetic,4,100,0.1,batch,1.0,0.6433766803967343,26.0,0.04129683529958129,100,1,99,154.47589378990233,4.129683529958129,155.42994181625545,0.99,0.01,158.60557731986046,-3.175635503605008,1.020431298284594,0.9938618774786587,0.026569420805935287
synthetic,4,100,0.1,sequential,1.0,0.576971184959758,1.0,0.7824143118783832,100,1,99,156.37368732132018,78.24143118783832,173.31888074614108,0.99,0.01,234.6151185091585,-61.296237763017416,1.3536616293570323,0.9022311167030879,0.4514305126539444
synthetic,4,50,0.8,dag,1.0,0.6748574137382773,3.3333333333333335,0.2441697720438242,50,12,38,71.07528907246888,12.20848860219121,74.08972470648587,0.76,0.24,83.28377767466009,-9.19405296817422,1.1240934961574958,0.9593137152829357,0.1647797808745599
synthetic,4,50,0.8,batch,0.7435897435897436,0.6923063512097505,13.0,0.08036676194518805,50,6,44,70.92493350431323,4.018338097259402,72.22236212715507,0.88,0.12,74.94327160157263,-2.7209094744175673,1.0376740582041213,0.9820356384833056,0.05563841972081577
synthetic,4,50,0.8,sequential,1.0,0.6223393646175609,1.0,0.7359203810617327,50,12,38,71.51240767538548,36.79601905308664,80.3420173022896,0.76,0.24,108.30842672847211,-27.96640942618251,1.3480919494584997,0.8900997270994276,0.4579922223590721
synthetic,4,50,0.95,dag,1.0,0.6872657311513127,2.7777777777777777,0.2895418566092849,50,19,31,70.05949158780277,14.477092830464244,72.75206333398819,0.62,0.38,84.53658441826701,-11.784521084278822,1.161981949985099,0.9629897542036102,0.19899219578148872
synthetic,4,50,0.95,batch,0.6153846153846154,0.7058555091087046,13.0,0.07599369332194328,50,14,36,69.9126345962286,3.799684666097164,70.8360271397978,0.72,0.28,73.71231926232576,-2.876292122527957,1.0406049328098466,0.9869643657210355,0.05364056708881104
synthetic,4,50,0.95,sequential,1.0,0.6417253646277681,1.0,0.706412128098309,50,19,31,70.47934813052416,35.32060640491545,77.91495046950877,0.62,0.38,105.79995453543961,-27.885004065930843,1.3578902880371253,0.9045677075557603,0.453322580481365
synthetic,4,50,0.1,dag,1.0,0.6473943980015431,7.142857142857143,0.11822702027857304,50,0,50,76.26492100395262,5.911351013928652,77.23267324268818,1.0,0.0,82.17627201788127,-4.943598775193095,1.064009163060546,0.987469652439783,0.07653951062076302
synthetic,4,50,0.1,batch,1.0,0.6479957228503209,13.0,0.07092173036187888,50,0,50,76.15747413411736,3.5460865180939436,77.16100313141942,1.0,0.0,79.70356065221131,-2.5425575207918882,1.0329513279714813,0.9869943500398399,0.045956977931641246
synthetic,4,50,0.1,sequential,1.0,0.5878723879347308,1.0,0.749438001550734,50,0,50,76.92555201612413,37.4719000775367,85.05247231572866,1.0,0.0,114.39745209366083,-29.344979777932167,1.3450220667189874,0.9044481591383249,0.44057390758066256
synthetic,4,500,0.8,dag,1.0,0.6653218312589114,4.854368932038835,0.2508820535503328,500,205,295,721.290494762361,125.44102677516639,751.5159979853779,0.59,0.41,846.7315215375274,-95.21552355214953,1.1266979329879843,0.9597806256898805,0.1669173072981037
synthetic,4,500,0.8,batch,0.8113207547169812,0.6857145855513735,126.0,0.037463681749999526,500,136,364,723.2532185185701,18.73184087499976,729.166347829625,0.728,0.272,741.9850593935698,-12.818711563944817,1.017579954974746,0.9918905619703166,0.02568939300442948
synthetic,4,500,0.8,sequential,1.0,0.582971017640155,1.0,1.01584881644696,500,203,297,733.1365187074989,507.92440822348,857.6755702607334,0.594,0.406,1241.060926930979,-383.3853566702455,1.4470051030527737,0.8547946847601423,0.5922104182926313
synthetic,4,200,0.8,dag,1.0,0.6670027724623663,4.166666666666667,0.26690904940478505,200,65,135,287.9525472968817,53.38180988095701,299.8488286063075,0.675,0.325,341.3343571778387,-41.48552857153118,1.13835481287139,0.9603257369231037,0.17802907594828632
synthetic,4,200,0.8,batch,0.8021978021978022,0.6934462570866216,51.0,0.03422131907194853,200,45,155,286.4111069086939,6.844263814389706,288.4145641513169,0.775,0.225,293.2553707230836,-4.840806571766734,1.0167841959923598,0.9930535503693501,0.023730645623009725
synthetic,4,200,0.8,sequential,1.0,0.5963686958550527,1.0,0.9319838488660753,200,65,135,290.6008402276784,186.39676977321506,335.36300847120583,0.675,0.325,476.9976100008935,-141.63460152968764,1.4223322130110494,0.8665262205048155,0.5558059925062339
synthetic,4,50,0.5,dag,1.0,0.6521797732717847,5.0,0.16533753022551537,50,0,50,73.45272647589445,8.266876511275768,76.66597777046263,1.0,0.0,81.71960298717022,-5.053625216707587,1.0659174429606586,0.9580876499848651,0.10782979297579345
synthetic,4,50,0.5,batch,1.0,0.6732916990509554,13.0,0.06986372731626034,50,0,50,73.41426224075258,3.493186365813017,74.26201759278774,1.0,0.0,76.9074486065656,-2.645431013777852,1.0356229348397716,0.9885842671729741,0.04703866766679757
synthetic,4,50,0.5,sequential,1.0,0.6087420303952937,1.0,0.7559154876321554,50,0,50,74.06155122630298,37.79577438160777,82.13659892603755,1.0,0.0,111.85732560791075,-29.720726681873202,1.3618451101029414,0.9016875813544947,0.46015752874844684
synthetic,4,200,0.1,dag,1.0,0.6431026207382643,12.5,0.08231891494244337,200,8,192,306.49355764500797,16.463782988488674,310.9923572856933,0.96,0.04,322.95734063349664,-11.964983347803354,1.0384735607403102,0.9855340508044945,0.0529395099358156
synthetic,4,200,0.1,batch,0.9888268156424581,0.6498681360514972,51.0,0.02662153066135943,200,7,193,306.27665324881673,5.324306132271886,307.7547411620617,0.965,0.035,311.6009593810886,-3.846218219026923,1.0124976733242317,0.9951971888144963,0.017300484509735432
synthetic,4,200,0.1,sequential,1.0,0.5766388713310225,1.0,0.7886856035515666,200,8,192,309.42807693965733,157.73712071031332,346.8375268187374,0.96,0.04,467.16519764997065,-120.32767083123326,1.3469280614900658,0.8921412852230641,0.4547867762670017
synthetic,4,200,0.5,dag,1.0,0.6608704229544016,6.896551724137931,0.1600087165925652,200,16,184,295.1348818708211,32.001743318513036,302.63118616491556,0.92,0.08,327.13662518933415,-24.505439024418592,1.080974599263754,0.9752295710528346,0.10574502821091952
synthetic,4,200,0.5,batch,0.9615384615384616,0.6733361766980253,51.0,0.028591552693396808,200,16,184,295.4120298232883,5.718310538679361,297.02844867296517,0.92,0.08,301.1303403619677,-4.101891689002514,1.0138097603355118,0.9945580335590799,0.019251726776431933
synthetic,4,200,0.5,sequential,1.0,0.5865278455003227,1.0,0.8529526210203767,200,16,184,299.8693463951349,170.59052420407534,340.9897782932967,0.92,0.08,470.45987059921026,-129.47009230591357,1.3796890714845769,0.8794086083636422,0.5002804631209348
synthetic,4,100,0.8,dag,1.0,0.6607009547310344,3.4482758620689653,0.30562821419909597,100,34,66,144.0926461685449,30.562821419909596,151.3544051721692,0.66,0.34,174.65546758845448,-23.301062416285276,1.153950341846871,0.9520214889327873,0.20192885291408377
synthetic,4,100,0.8,batch,0.8545454545454545,0.6900488794533163,26.0,0.051325508933514355,100,23,77,143.47304830513895,5.132550893351436,144.91727032326162,0.77,0.23,148.60559919849038,-3.6883288752287626,1.0254512720740692,0.9900341621471265,0.035417109926942754
synthetic,4,100,0.8,sequential,1.0,0.6058129585778169,1.0,0.8677514102496207,100,34,66,144.51093683205545,86.77514102496207,165.0674495883286,0.66,0.34,231.28607785701752,-66.21862826868892,1.4011610310441909,0.8754659818907953,0.5256950491533957
synthetic,4,200,0.95,dag,1.0,0.6851808969765603,4.25531914893617,0.20890246615745128,200,113,87,282.2288890480995,41.780493231490254,291.8937186989933,0.435,0.565,324.0093822795898,-32.11566358059645,1.1100251958957525,0.9668892167533746,0.143135979142378
synthetic,4,200,0.95,batch,0.5384615384615384,0.7048054084800328,51.0,0.02997878144495189,200,84,116,282.283206935972,5.995756288990378,283.76626738905907,0.58,0.42,288.27896322496235,-4.512695835903287,1.0159028621598498,0.9947736548578069,0.021129207302042947
synthetic,4,200,0.95,sequential,1.0,0.6292344813503672,1.0,0.7297498678602278,200,108,92,285.1953752655536,145.94997357204556,317.8465356361121,0.46,0.54,431.14534883759916,-113.29881320148706,1.3564575998122492,0.8972738201937198,0.45918377961852946
synthetic,4,500,0.95,dag,1.0,0.6742828618540796,4.201680672268908,0.2472267400547862,500,309,191,708.7386039793491,123.6133700273931,741.5285606179386,0.382,0.618,832.3519740067422,-90.8234133888036,1.1224813422063173,0.9557805883953214,0.16670075381099586
synthetic,4,500,0.95,batch,0.746031746031746,0.7016845162378,126.0,0.028594683282077312,500,207,293,708.5188254993409,14.297341641038656,712.5709466710687,0.586,0.414,722.8161671403795,-10.24522046931088,1.014377825137516,0.9943133786317585,0.020064446505757526
synthetic,4,500,0.95,sequential,1.0,0.6022420809079938,1.0,0.8387626518085599,500,300,200,716.2310604732484,419.38132590427995,830.2309251558036,0.4,0.6,1135.6123863775283,-305.38146122172475,1.3678271333537906,0.8626889685406965,0.5051381648130941
